timestamps,open,high,low,close,volume,amount
2021-09-22 14:00:00,42372.3,42596.37,42271.36,42317.02,2718.29928,115030324.9977456
2021-09-22 15:00:00,42317.02,43296.0,42317.02,43222.96,4369.41647,188859113.3061512
2021-09-22 16:00:00,43222.96,43465.0,43072.0,43339.0,3071.95599,133135500.65061
2021-09-22 17:00:00,43339.0,43402.05,42922.18,43128.92,2290.92703,98805208.6027076
2021-09-22 18:00:00,43128.91,44000.55,42931.02,43134.05,6091.13954,262735517.47533703
2021-09-22 19:00:00,43134.06,43565.57,42855.01,43384.9,2250.75982,97648989.71471801
2021-09-22 20:00:00,43384.93,43540.68,43164.32,43423.01,1620.94847,70386461.62229471
2021-09-22 21:00:00,43423.01,43643.89,43006.0,43247.3,1747.91962,75592804.182026
2021-09-22 22:00:00,43247.3,43567.0,43185.69,43509.39,1221.7067,53155713.275913
2021-09-22 23:00:00,43515.9,43673.42,43460.01,43543.61,1211.28362,52743661.5486682
2021-09-23 00:00:00,43546.37,43853.69,43111.42,43184.37,2506.68904,108249786.97830482
2021-09-23 01:00:00,43184.37,43679.99,43069.09,43627.41,1578.96124,68885989.3915884
2021-09-23 02:00:00,43627.41,43800.8,43484.95,43704.43,1377.0012,60181052.555315994
2021-09-23 03:00:00,43701.7,44191.42,43617.45,44074.57,2278.76371,100435530.6498547
2021-09-23 04:00:00,44074.58,44296.0,44019.49,44036.52,1585.67681,69827688.55710119
2021-09-23 05:00:00,44036.51,44127.27,43685.8,43891.23,1525.80102,66969283.50305461
2021-09-23 06:00:00,43891.24,44386.6,43710.0,44300.32,1636.15605,72482236.58493601
2021-09-23 07:00:00,44300.31,44331.83,43962.0,44229.99,1614.78872,71422088.9377128
2021-09-23 08:00:00,44229.99,44297.25,43823.78,43859.73,1805.8684,79204900.43953201
2021-09-23 09:00:00,43859.69,44200.0,43788.43,43985.09,1553.19072,68317233.6063648
2021-09-23 10:00:00,43985.09,44150.0,43440.73,43770.59,3035.50177,132865703.41894428
2021-09-23 11:00:00,43770.59,43813.56,43361.0,43648.15,1758.20158,76742246.294077
2021-09-23 12:00:00,43648.15,43933.85,43394.0,43509.0,2107.70139,91703979.77751
2021-09-23 13:00:00,43509.01,44169.05,43420.01,44022.7,2627.78947,115682387.500969
2021-09-23 14:00:00,44022.7,44258.11,43931.74,44133.0,2419.22215,106767531.14595
2021-09-23 15:00:00,44133.01,44198.4,43672.96,43747.63,1976.52862,86468442.75217059
2021-09-23 16:00:00,43747.63,43896.44,43602.0,43789.24,1404.50489,61502201.70938359
2021-09-23 17:00:00,43789.23,44936.77,43789.23,44817.3,5297.87423,237436418.72817904
2021-09-23 18:00:00,44817.3,44915.66,44462.91,44735.46,2652.40949,118656758.6435154
2021-09-23 19:00:00,44735.47,44851.07,44563.58,44767.57,1576.24724,70564758.6540068
2021-09-23 20:00:00,44767.56,44820.99,44468.13,44680.01,1706.00704,76224411.6072704
2021-09-23 21:00:00,44680.01,44736.3,44550.01,44665.62,1004.00176,44844361.0914912
2021-09-23 22:00:00,44665.63,44978.0,44358.0,44786.35,2075.30126,92945168.585801
2021-09-23 23:00:00,44786.36,44879.05,44588.84,44865.26,1595.38875,71577531.06982501
2021-09-24 00:00:00,44865.26,44978.53,44607.78,44649.99,1996.93737,89163233.6011263
2021-09-24 01:00:00,44649.98,44802.6,44369.75,44460.58,1666.95715,74113881.724147
2021-09-24 02:00:00,44460.58,44563.1,44298.83,44444.43,1745.42243,77574305.01056491
2021-09-24 03:00:00,44444.44,44559.99,44205.0,44283.03,1602.33517,70956256.4031651
2021-09-24 04:00:00,44283.04,44385.38,44000.0,44261.63,1702.46067,75353684.26509209
2021-09-24 05:00:00,44261.63,44280.78,43889.64,44210.52,2079.6877,91944074.65460399
2021-09-24 06:00:00,44210.52,44449.46,44100.02,44118.14,1635.82631,72169614.16026339
2021-09-24 07:00:00,44118.14,45200.0,44113.48,44818.46,4666.485312,209144685.2964595
2021-09-24 08:00:00,44818.46,45075.0,44412.0,44517.29,2680.28768,119319143.9339872
2021-09-24 09:00:00,44517.28,44528.95,42331.24,42350.81,13215.49351,559686854.698243
2021-09-24 10:00:00,42350.81,42694.98,41927.22,42142.54,6810.27215,287002166.492261
2021-09-24 11:00:00,42142.55,42299.0,40675.0,41527.5,10394.32534,431650345.55684996
2021-09-24 12:00:00,41527.5,41628.7,40976.86,41182.76,4851.84789,199812487.2103764
2021-09-24 13:00:00,41182.76,42000.0,40843.82,41830.86,6174.48473,258284006.3127678
2021-09-24 14:00:00,41830.86,42679.93,41761.09,42448.12,6562.07666,278547817.5128792
2021-09-24 15:00:00,42448.11,42478.49,41617.3,41944.01,3051.09705,127975245.1761705
2021-09-24 16:00:00,41944.0,42370.01,41833.91,42188.51,2141.50967,90347102.1278917
2021-09-24 17:00:00,42188.51,42188.52,41742.01,41992.56,1621.77862,68102636.0070672
2021-09-24 18:00:00,41992.55,42321.0,41927.25,42152.07,1157.46802,48789673.0018014
2021-09-24 19:00:00,42152.07,42533.47,42135.26,42371.43,1734.95117,73512362.05307311
2021-09-24 20:00:00,42371.43,42979.0,42303.78,42934.52,1975.55596,84819546.87573919
2021-09-24 21:00:00,42934.52,43200.0,42774.29,42911.69,1868.48411,80179810.89824592
2021-09-24 22:00:00,42911.69,43093.57,42741.07,42993.13,1438.3216,61837947.530608
2021-09-24 23:00:00,42993.13,43036.86,42477.0,42810.57,1339.36002,57338765.8914114
2021-09-25 00:00:00,42810.58,42950.0,42548.66,42727.89,1637.46591,69965463.2812299
2021-09-25 01:00:00,42727.88,42782.57,42024.54,42392.91,2099.27469,88994362.99844791
2021-09-25 02:00:00,42392.91,42738.52,42278.4,42336.36,1086.50876,45998826.006513596
2021-09-25 03:00:00,42336.36,42781.62,42326.38,42608.11,1310.03764,55818227.8692604
2021-09-25 04:00:00,42608.11,42860.94,42608.11,42693.01,956.30723,40827634.1334623
2021-09-25 05:00:00,42693.0,42842.48,42400.0,42446.13,1160.10839,49242111.5360307
2021-09-25 06:00:00,42446.09,42816.74,42435.48,42744.69,793.08542,33900190.4214198
2021-09-25 07:00:00,42744.7,42785.4,42206.43,42372.02,1421.88279,60248046.0155358
2021-09-25 08:00:00,42369.52,42803.4,41646.28,42642.91,4019.33239,171396029.3668549
2021-09-25 09:00:00,42642.91,42899.54,42448.09,42649.29,2253.97587,96130470.5326323
2021-09-25 10:00:00,42649.28,42966.84,42600.0,42679.58,1166.62142,49790912.2246036
2021-09-25 11:00:00,42679.58,42683.15,42234.1,42485.03,1576.96053,66997215.4258659
